Agency Name,Building/Facility Name,ZIP Code, Year , Gross Floor Area  ,Source kBtu,Source EUI
MTA,Woodside Revenue 33-61,11377,2010-11,31070,20079560,646
MTA,Yukon Depot,10314,2010-11,267516,84925110,317
MTA,Zerega Central Maintenance Facility,10462,2010-11,228353,89269700,391
NFTA,Bnia Maintenance Building,14225,2010-11,32500,3004060,92
NFTA,Buffalo-Niagara International Airport,14225,2010-11,449984,262021600,582
NFTA,Cold Spring Bus Garage,14209,2010-11,204412,55476800,271
NFTA,Facility Maintenance Department,14225,2010-11,25543,2844980,111
NFTA,Frontier Bus Garage,14217,2010-11,142356,62682870,440
NFTA,Gisel Wolford Garage,14206,2010-11,114466,28456110,249
NFTA,Metropolitan Transportation Center,14203,2010-11,103119,36964760,358
NFTA,Niagara Falls International Airport,14304,2010-11,69430,18187150,262
NYCCOC,Javits Center,10001,2010-11,2100000,484690440,231
NYPA,500-MW,11105,2010-11,81120,4083310,50
NYPA,Clark Energy Center,13403,2010-11,116267,94422450,812
NYPA,General Maintenance,14092,2010-11,29660,6085040,205
NYPA,Niagara,14092,2010-11,29660,6085040,205
NYPA,St. Lawrence,13662,2010-11,59315,5042940,85
NYPA,White Plains,10601,2010-11,637084,88778400,139
NYSERDA,NYSERDA Albany Office,12203,2010-11,66000,10995520,167
NYSIF,Albany 15 Office,12205,2010-11,38221,6275640,164
NYSIF,Albany 1 Office,12205,2010-11,58831,11514340,196
NYSIF,Buffalo Office,14203,2010-11,49059,5566740,113
NYSIF,Hempstead Office,11550,2010-11,48245,6166930,128
NYSIF,NYC Office,10007,2010-11,316087,63955520,202
NYSIF,Syracuse Office,13088,2010-11,58644,18721900,319
NYSP,Sp Carthage,13619,2010-11,25000,3648330,146
NYSP,Troop A HQ,14020,2010-11,47000,9570940,204
NYSP,Troop B HQ,12977,2010-11,60000,8529950,142
NYSP,Troop C HQ,13849,2010-11,69000,6296520,91
NYSP,Troop D HQ,13421,2010-11,49821,8934370,179
NYSP,Troop E HQ,14425,2010-11,52000,8428360,162
NYSP,Troop F HQ,10941,2010-11,49821,8585640,172
NYSP,Troop K HQ,12578,2010-11,55000,9039360,164
OASAS,Kingsboro ATC,11221,2010-11,110000,25431720,231
OCFS,Brookwood Secure Center,12513,2010-11,108355,31263410,289
OCFS,Ella McQueen Reception Center,11221,2010-11,54532,14775780,271
OCFS,Finger Lakes Residential Center,14882,2010-11,118206,37466650,317
OCFS,Goshen Secure Center,10924,2010-11,81837,18352280,224
OCFS,Highland Residential Center,12528,2010-11,173592,23602540,136
OCFS,Industry School,14543,2010-11,296490,54874990,185
OCFS,MacCormick Secure Center,14817,2010-11,51824,14300380,276
OCFS,Taberg Residential Center,13471,2010-11,53273,8661540,163
OGS,Albany - 110 State Office Building,12236,2010-11,470000,95482920,203
OGS,Albany - 44 Holland Avenue,12208,2010-11,286399,67486220,236
OGS,Albany - 50 Wolf Road,12232,2010-11,390760,64571750,165
OGS,Albany - 625 Broadway,12233,2010-11,469109,71898130,153
OGS,Albany - Empire State Plaza,12242,2010-11,11852234,2980401450,251
OGS,Albany - Hampton Plaza,12207,2010-11,102095,16044280,157
OGS,Albany - Harriman Campus,12226,2010-11,2696893,756262130,280
OGS,Albany - Ten Eyck Building,12207,2010-11,341992,149926630,438
OGS,Binghamton State Office Building,13901,2010-11,277281,59893920,216
OGS,Brooklyn - Shirley A. Chisholm State Office Building,11217,2010-11,337311,33961240,101
OGS,Buffalo - Senator Walter J. Mahoney State Office Building,14202,2010-11,88574,10134630,114
OGS,"Harlem - Adam Clayton Powell, Jr. State Office Building",10027,2010-11,386069,84310940,218
OGS,Hauppauge - Perry B. Duryea State Office Building,11788,2010-11,417784,46680620,112
OGS,Hawthorne - Hudson Valley Transportation Management Center,10532,2010-11,108634,42342600,390
OGS,Hornell - Henderson-Smith State Office Building,14843,2010-11,71363,8375370,117
OGS,Oneonta - Homer Folks Facility,13820,2010-11,29301,5959110,203
OGS,Poughkeepsie - Eleanor Roosevelt State Office Building,12603,2010-11,88035,13739620,156
OGS,Schenectady - 328 State Street,12305,2010-11,116566,12775200,110
OGS,Syracuse - Senator John J. Hughes State Office Building,13202,2010-11,203418,22301640,110
OGS,Utica State Office Building,13501,2010-11,259807,42618250,164
OGS,Watertown - Dulles State Office Building,13601,2010-11,237797,30438790,128
OMH,Binghamton PC,13901,2010-11,586280,112885450,193
OMH,Bronx PC,10461,2010-11,1124371,257640350,229
OMH,Brooklyn Children's PC,11233,2010-11,123610,30626140,248
OMH,Buffalo PC,14213,2010-11,638275,137106150,215
OMH,Capital District PC,12208,2010-11,455251,102093140,224
OMH,Central NY PC,13403,2010-11,553687,116969010,211
OMH,Creedmoor PC,11427,2010-11,1992397,322489920,162
OMH,Elmira PC,14901,2010-11,232693,58888540,253
OMH,Hudson River PC,12601,2010-11,291329,42519990,146
OMH,Hutchings PC,13210,2010-11,432168,83760740,194
OMH,Kingsboro PC,11203,2010-11,598600,143612490,240
OMH,Manhattan PC,10035,2010-11,2177153,466076820,214
OMH,Middletown PC,10940,2010-11,135451,43955080,325
OMH,Mid-Hudson PC,10958,2010-11,335766,70094220,209
OMH,Mohawk Valley PC,13502,2010-11,657851,140778750,214
OMH,NYSPI,10032,2010-11,558134,248860820,446
OMH,Pilgrim PC,11717,2010-11,1728084,385429200,223
OMH,Queens Children's PC,11426,2010-11,221893,61775950,278
OMH,Rochester PC,14620,2010-11,755650,162455370,215
OMH,Rockland Cook Chill,10962,2010-11,59067,52225940,884
OMH,Rockland PC,10962,2010-11,1641790,408371330,249
OMH,Sagamore PC,11746,2010-11,149000,34415450,231
OMH,South Beach PC,10305,2010-11,527024,124062970,235
OMH,St. Lawrence PC,13669,2010-11,576156,204558260,355
OPRHP,Administration Building,14779,2010-11,30660,16748550,546
OPRHP,Bayard Cutting Mansion,11769,2010-11,23385,2129320,91
OPRHP,Bear Mountain Garage,10911,2010-11,28535,3856580,135
OPRHP,Bear Mountain Iona Storage,10911,2010-11,30527,1237830,41
OPRHP,Belmont Lakes Offices,11703,2010-11,53144,9717160,183
OPRHP,Belmont Lakes Storage,11703,2010-11,35630,3921100,110
OPRHP,Caumsett Field Mansion,11743,2010-11,33030,395030,12
OPRHP,Connetquot Offices,11743,2010-11,22324,1669720,75
OPRHP,Heckscher Shop,11739,2010-11,20672,4665910,226
OPRHP,"Lincoln Bathhouse, SSSP",12866,2010-11,104225,8165820,78
OPRHP,Mills Mansion,12580,2010-11,47400,2276540,48
OPRHP,Mills Norrie Barn,12580,2010-11,30328,135850,4
OPRHP,Minnewaska Maintenance Garage,12466,2010-11,24482,2088900,85
OPRHP,Niagara Maintenance Center,14303,2010-11,31050,7134980,230
OPRHP,Niagara Visitor Center,14304,2010-11,21905,29966540,1368
OPRHP,Peebles Island Labs,12188,2010-11,26700,345470,13
OPRHP,Peebles Island Offices,12188,2010-11,120225,9838570,82
OPRHP,RCSP Activities Building,10453,2010-11,45100,6860150,152
OPWDD,Bernard Fineson DDSO,11427,2010-11,391881,27845560,71
OPWDD,Brooklyn DDSO,11208,2010-11,524989,120542250,230
OPWDD,Broome DDSO,13095,2010-11,402151,137662230,342
OPWDD,Capital District DDSO,12304,2010-11,424900,134891010,317
OPWDD,Finger Lakes DDSO/Monroe DC,14620,2010-11,301268,122572530,407
OPWDD,Finger Lakes DDSO/Newark DC,14513,2010-11,277002,38894820,140
OPWDD,Hudson Valley DDSO,10984,2010-11,228886,34675580,152
OPWDD,Metro DDSO,10014,2010-11,169870,30631560,180
OPWDD,Staten Island DDSO & Institute For Basic Research,10314,2010-11,753385,251317480,334
OPWDD,Sunmount DDSO,12986,2010-11,544498,120814280,222
OPWDD,Taconic DDSO,12592,2010-11,674746,173220480,257
OPWDD,Valley Ridge CIT,13815,2010-11,57548,21130280,367
OPWDD,Western NY DDSO,14224,2010-11,737882,91256050,124
ORDA,Belleayre Mt. Main Campus,12441,2010-11,54500,36404230,668
ORDA,Gore Mt. Base Campus,12853,2010-11,26112,151116690,5787
ORDA,Olympic Center,12946,2010-11,250247,162916500,651
ORDA,Whiteface Mt. Base Lodge,12997,2010-11,66710,83352940,1249
RIOC,Motorgate,10044,2010-11,669609,10062290,15
RIOC,Sportspark,10044,2010-11,74250,7657280,103
SUNY,Alfred Ceramics,14802,2010-11,408347,114529980,280
SUNY,Alfred State,14802,2010-11,1625937,270259190,166
SUNY,Binghamton,13902,2010-11,5291777,1049002690,198
SUNY,Brockport,14420,2010-11,2753971,472423670,172
SUNY,Buffalo State,14222,2010-11,2860495,676925230,237
SUNY,Canton,13617,2010-11,760800,166274900,219
SUNY,Cobleskill,12043,2010-11,1215656,224412640,185
SUNY,Cornell,14853,2010-11,5799529,1350834570,233
SUNY,Cortland,13045,2010-11,2436498,464641650,191
SUNY,Delhi,13753,2010-11,1040663,186454380,179
SUNY,Downstate Medical Center,11203,2010-11,2013426,910028870,452
SUNY,Empire State,12866,2010-11,405701,51670160,127
SUNY,Environmental Science & Forestry,13210,2010-11,1019596,196636540,193
SUNY,Farmingdale,11735,2010-11,1554807,263551050,170
SUNY,Fredonia,14063,2010-11,2090580,392438520,188
SUNY,Geneseo,14454,2010-11,2341397,410498070,175
SUNY,Geneva AES,14456,2010-11,648968,167546870,258
SUNY,Maritime,10465,2010-11,733189,155714740,212
SUNY,Morrisville,13408,2010-11,1712118,260682460,152
SUNY,New Paltz,12561,2010-11,2112108,379302560,180
SUNY,Old Westbury,11568,2010-11,1300171,217924890,168
SUNY,Oneonta,13820,2010-11,2321896,446668190,192
SUNY,Optometry College,10036,2010-11,248333,61660810,248
SUNY,Oswego,13126,2010-11,3450693,657222140,190
SUNY,Plattsburgh,12901,2010-11,2094414,548233250,262
SUNY,Potsdam,13676,2010-11,2217433,444191400,200
SUNY,Purchase,10577,2010-11,2437818,491012490,201
SUNY,Stony Brook University,11794,2010-11,10802279,3779312870,350
SUNY,SUNY Polytechnic Institute,13504,2010-11,673163,113460620,169
SUNY,System Administration,12246,2010-11,536591,73492520,137
SUNY,University at Albany,12222,2010-11,4892498,1254347500,256
SUNY,University at Buffalo,14260,2010-11,10281967,2839890410,276
SUNY,Upstate Medical,13210,2010-11,3307564,1154677200,349
TWA-CA,Administrative Headquarters (A2050),12209,2010-11,121000,50153080,414
TWA-CA,Albany Division Hq And Maintenance Garage (M2341),12209,2010-11,36700,9500390,259
TWA-CA,Buffalo Division Hq And Maintenance Garage (M4341),14225,2010-11,58769,14980100,255
TWA-CA,Henzel Powers (A2053),12209,2010-11,34700,11158320,322
TWA-CA,Lysander Canal Maintenance Facility,13135,2010-11,36680,9318140,254
TWA-CA,Newburgh Complex Vehicle Storage (M1835),12550,2010-11,103614,22014940,212
TWA-CA,Newquip (Brookside Farm) And Maintenance Garage (M5341),12550,2010-11,24640,3970740,161
TWA-CA,Nyack Division Hq And Maintenance Garage (M1341),10994,2010-11,46300,10773170,233
TWA-CA,Pittsford Canal Shop,14534,2010-11,20865,2050770,98
TWA-CA,Syracuse Division HQ And Maintenance Garage (M3341),13057,2010-11,79892,15825530,198
UNDC,1 United Nations Plaza,10017,2010-11,586305,168525430,287
UNDC,2 United Nations Plaza,10017,2010-11,565113,131485040,233
UNDC,UNICEF House,10017,2010-11,228174,64642420,283
